1,Kérdés,Helyes / Rossz válasz,,Helyes / Rossz válasz,,Helyes / Rossz válasz,,,
416,Mit jelent a két egymás mellett vagy függőleges vonalban elhelyezett állandó zöld fény?,Az állandó zöld fény vagy fények hajózható mellékágat jelölnek.,N,Az áthaladás engedélyezett!,I,A hajóút tengelyét jelzik hídnyíláson elhelyezve.,N,teszt-2597.jpg,teszt-2597.jpg
417,"Mit jelent az ábrán látható egy, illetve két zöld lobogó felmutatása?",Ezek nem hajózási jelzések!,N,Kishajónak nem tekinthető hajók találkozására javasolt oldalának jelzése.,N,Az áthaladás engedélyezett!,I,teszt-0221.jpg,teszt-0221.jpg
418,Mit jelent a tábla?,500 méteren belül a hajó radar berendezését interferencia veszélye miatt kapcsolja ki!,N,Nyomvonalas létesítmény keresztezi a víziutat 500 méterre!,N,Légvezeték átfeszítés 500 méterre!,I,teszt-0238.jpg,teszt-0238.jpg
419,Mit jelent a tábla?,500 méteren belül a hajó radar berendezését interferencia veszélye miatt kapcsolja ki!,N,Nyomvonalas létesítmény keresztezi a víziutat 500 méterre!,N,Légvezeték átfeszítés 500 méterre!,I,teszt-0239.jpg,teszt-0239.jpg
420,Egy zsilip felé hajózva a képen látható jelzéseket látja. Mit jelez az 1-es számú tábla?,A duzzasztóművön és a zsilipen átvezető hidat jelzi.,N,A duzzasztóművet jelzi.,I,"Azt jelzi, hogy a duzzasztómű uszadék fogóval van felszerelve.",N,teszt-0148.jpg,teszt-0148.jpg
421,Mit jelent a parton látható tábla?,Légpárnás hajó átkelőhelye 300 méterre!,N,Szabadon közlekedő komp 300 méterre!,I,Hajóállomás 300 méterre!,N,teszt-0244.jpg,teszt-0244.jpg
422,Melyik táblával jelzik a nem szabadon közlekedő kompot?,1,N,2,I,3,N,teszt-0236.jpg,teszt-0236.jpg
423,Mit jelent a tábla?,"Veszteglőhely személyzettel rendelkező hajók részére, a víziút jelzett oldalán.",N,"Vesztegelni szabad (horgonyon vagy parthoz kikötve), a víziút jelzett oldalán.",I,"Hajóállomás, a víziút jelzett oldalán.",N,teszt-0246.jpg,teszt-0246.jpg
424,Mi a két tábla jelentése? A víziút táblákkal jelölt részén,a jelzésektől számított 60 méter széles vízterületen túl csak a horgonyzás megengedett.,N,a jelzésektől számított 60 méter széles vízterületen a veszteglés bármilyen formája megengedett.,I,a jelzésektől számított 60 éter hosszúságú vízterületen a veszteglés bármilyen formája megengedett.,N,teszt-0250.jpg,teszt-0250.jpg
425,Mi a két tábla jelentése? A víziút táblákkal jelölt részén,a jelzéstől mért 30 és 60 méter közötti vízterületen túl a veszteglés bármilyen formája megengedett.,N,a jelzéstől mért 30 és 60 méter közötti vízterületen vesztegelni szabad.,I,a jelzéstől mért 30 és 60 méter közötti vízterületen a veszteglés bármilyen formája megengedett.,N,teszt-0260.jpg,teszt-0260.jpg
426,Mi a két tábla jelentése? A víziút táblákkal jelölt részén,"kijelölt veszteglőhely legfeljebb 4 hajó számára, a veszélyes árut szállító hajók kivételével.",N,az egymás mellé állított hajók számában meghatározott szélességű veszteglőhelyen a veszteglés bármilyen formája (horgonyon vagy parthoz kikötve) megengedett.,I,a táblán feltüntetett veszélyességi fokozatba sorolt árut szállító hajók veszteglésének bármilyen formája (horgonyon vagy parthoz kikötve) megengedett.,N,teszt-0261.jpg,teszt-0261.jpg
427,Mi a táblák jelentése? A víziút táblákkal jelölt részén,megengedett az ereszkedő hajózás.,N,"megengedett a horgonyzás, illetve horgony, kötél vagy lánc vonszolása.",I,csak kétkapás horgonyok használata megengedett.,N,teszt-0302.jpg,teszt-0302.jpg
428,Mi a táblák jelentése? A víziút táblákkal jelölt részén,járművek be- és kirakodása megengedett.,N,megengedett a parthoz való kikötés.,I,a veszteglés bármilyen formája megengedett.,N,teszt-0304.jpg,teszt-0304.jpg
429,Mi a táblák jelentése? A víziút táblákkal jelölt részén,járművek be- és kirakodására kijelölt rakpartszakasz.,I,"fokozott vigyázat, a rakpart mentén közúti jármű parkoló!",N,járművek be- és kirakodására épített rakodó berendezés.,N,teszt-0306.jpg,teszt-0306.jpg
430,Mi a táblák jelentése? A víziút táblákkal jelölt részén,rendellenes vízmozgásokra kell számítani!,N,mindkét irányú megfordulás megengedett.,N,fordítóhely.,I,teszt-0308.jpg,teszt-0308.jpg
431,Mit jelentenek a táblák?,"Az elért út azon víziút mellékvíziútjának tekintendő, amelyen a hajó halad.",I,"Az út, amelyen a hajó halad, az elért  vízi út mellékvíziútjának tekintendő.",N,Betorkolló vízfolyás/vízfolyások.,N,xxx-3641.jpg,xxx-3641.jpg
432,Mit jelent a képen látható 2-es számú tábla?,"Az elért út azon víziút mellékvíziútjának tekintendő, amelyen a hajó halad.",I,Az út amelyen a hajó halad az elért víziút mellékágának tekintendő.,N,"A mellékágba behajózni csak akkor szabad, ha az ott hajózó hajó nem kényszerül menetirányának és/vagy sebességének megváltoztatására.",N,teszt-0316.jpg,teszt-0316.jpg
433,Mit jelent a képen látható 2-es számú tábla?,"Az elért út azon víziút mellékvíziútjának tekintendő, amelyen a hajó halad.",I,Az út amelyen a hajó halad az elért víziút mellékágának tekintendő.,N,"A mellékágba behajózni csak akkor szabad, ha az ott hajózó hajó nem kényszerül menetirányának és/vagy sebességének megváltoztatására.",N,teszt-0317.jpg,teszt-0317.jpg
434,Mit jelent a képen látható 2-es számú tábla?,"Az elért út azon víziút mellékvíziútjának tekintendő, amelyen a hajó halad.",I,Az út amelyen a hajó halad az elért víziút mellékágának tekintendő.,N,"A mellékágba behajózni csak akkor szabad, ha az ott hajózó hajó nem kényszerül menetirányának és/vagy sebességének megváltoztatására.",N,teszt-0318.jpg,teszt-0318.jpg
435,Mit jelentenek a táblák?,"Az elért út azon víziút mellékvíziútjának tekintendő, amelyen a hajó halad.",N,"Az út, amelyen a hajó halad, az elért  vízi út mellékvíziútjának tekintendő.",I,Betorkolló vízfolyás/vízfolyások.,N,teszt-0313.jpg,teszt-0313.jpg
436,Mi a parton látható tábla jelentése?,Az elért víziút a követett víziút mellékágának tekintendő.,N,Az út amelyen a hajó hajad az elért víziút főágának tekintendő.,N,"Az út, amelyen a hajó halad, az elért  víziút mellékvíziútjának tekintendő.",I,teszt-0323.jpg,teszt-0323.jpg
437,Mi a parton látható tábla jelentése?,Az elért víziút a követett víziút mellékágának tekintendő.,N,Az út amelyen a hajó hajad az elért víziút főágának tekintendő.,N,"Az út, amelyen a hajó halad, az elért  víziút mellékvíziútjának tekintendő.",I,teszt-0325.jpg,teszt-0325.jpg
438,Mit jelent a 2-es számú tábla?,A korábbi útiránytartási kötelezettség megerősítését jelöli.,N,A korábbi útiránytartási kötelezettség végét jelzi.,I,Az ellentétes útiránytartási kötelezettség kezdetét jelzi.,N,teszt-0326.jpg,teszt-0326.jpg
439,Mit jelent a 2-es számú tábla?,A korábbi útiránytartási kötelezettség megerősítését jelöli.,N,A korábbi útiránytartási kötelezettség végét jelzi.,I,Az ellentétes útiránytartási kötelezettség kezdetét jelzi.,N,teszt-0327.jpg,teszt-0327.jpg
440,Mit jelent a 2-es számú tábla?,A korábbi útiránytartási kötelezettség megerősítését jelöli.,N,A korábbi útiránytartási kötelezettség végét jelzi.,I,Az ellentétes útiránytartási kötelezettség kezdetét jelzi.,N,teszt-0329.jpg,teszt-0329.jpg
441,Mit jelent a 2-es számú tábla?,A korábbi útiránytartási kötelezettség megerősítését jelöli.,N,A korábbi útiránytartási kötelezettség végét jelzi.,I,Az ellentétes útiránytartási kötelezettség kezdetét jelzi.,N,teszt-0328.jpg,teszt-0328.jpg
442,Mit jelent a 2-es számmal jelzett tábla?,A korábban elrendelt sebességkorlátozás ismételt megerősítését jelzi.,N,A korábbi sebességkorlátozás végét jelzi.,I,Az ajánlott hajózási irányt jelzi.,N,teszt-0334.jpg,teszt-0334.jpg
443,Mit jelent a tábla?,"Tilalom vagy az egyirányú közlekedés feloldása, illetve a korlátozás vége.",I,Iránytartási kötelezettség kezdete.,N,Ajánlott haladási irány.,N,teszt-0335.jpg,teszt-0335.jpg
444,"Olyan kikötőből, mellékvíziútból, csatornából kíván kihajózni, ahol jelzőállomás működik. Közeledve a kijárat felé mit jelent hajózási jelzésként a parton látható állandó fehér fény? ","Elől akadály (kihajózást tiltó jelzés), az állandó fehér fénynél (előtte) kötelező a megállás!",I,Az egy fehér fény egyirányú hajózást engedélyez!,N,"A kihajózás tilos, a vörös fényig lehet hajózni!",N,teszt-0338.jpg,teszt-0338.jpg
445,Közeledve a zsiliphez mit jelent a parton észlelt állandó fehér fény?,"Figyelem, csak a vörös fényig hajózhat!",N,"Akadály (a zsilipbe való behajózás tilos), az állandó fehér fénynél (előtte) kötelező a megállás!",I,"A zsilip üzemen kívül, a duzzasztómű nyílásán való áthaladás szabad!",N,teszt-0339.jpg,teszt-0339.jpg
446,"A víziút olyan szakaszához közeledik, ahol vízi munkavégzés miatt az érintett szakaszon való áthaladást jelzőállomás irányítja. Mit jelent az állandó fehér fény?",Az állandó fehér fény a munkavégzés által érintett területen az ellentétes irányból közeledő hajók várható érkezésére utal.,N,"Figyelem, csak a jelzőállomás vörös-fehér-vörös táblájáig lehet hajózni!",N,"Akadály (a jelzőállomás az áthaladást tiltja), az állandó fehér fénynél (előtte) kötelező a megállás!",I,xxx-3644.jpg,xxx-3644.jpg
447,"Olyan kikötőből, mellékvíziútból, csatornából kíván kihajózni, ahol jelzőállomás működik. Közeledve a kijárat felé mit jelent hajózási jelzésként a parton látható villogó fehér fény?",Várható a hajóút szabaddá válása!,N,"A továbbhaladás engedélyezett, mivel a jelzőállomás a mellékágból történő kihajózás engedélyezi!",I,Figyelem hajózási akadály!,N,teszt-0349.jpg,teszt-0349.jpg
448,Közeledve a zsiliphez mit jelent a parton észlelhető villogó fehér fény?,"A továbbhaladás megengedett, mivel a jelzőállomás a zsilipbe történő behajózás engedélyezi!",I,"Figyelem, a zsilipből kihajózó hajók várhatók!",N,A villogó fehér fény a part közelébe lévő vízmélység korlátozásra utal!,N,teszt-0350.jpg,teszt-0350.jpg
449,"A víziút olyan szakaszához közeledik, ahol vízi munkavégzés miatt az érintett szakaszon való áthaladást jelzőállomás irányítja. Mit jelent a villogó fehér fény?","Elől akadály, ha a Szabályzat úgy rendelkezik megállni kötelező!",N,"A továbbhaladás megengedett, mivel a jelzőállomás az áthaladást engedélyezi!",I,Figyelem hajózási akadály!,N,xxx-3648.jpg,xxx-3648.jpg
450,Mit jelent a képen látható tábla?,Ivóvízvételező hely.,I,Ipari vízkivétel.,N,Ivóvíz minőségét ellenőrző pont.,N,xxx-0318.jpg,xxx-0318.jpg
451,Mit jelent a tábla?,A hajózási viszonyokra vonatkozó információ rádiótelefonon kapható.,N,Távbeszélő állomás.,I,Mikrohullámú átjátszó állomás.,N,xxx-0319.jpg,xxx-0319.jpg
452,Mit jelent a tábla?,Géphajó közlekedése engedélyezett.,I,Gépi meghajtó berendezés használata kötelező.,N,Géphajóval végzett próbajáratásra kijelölt hely.,N,xxx-0320.jpg,xxx-0320.jpg
453,Mit jelent a tábla?,Kedvtelési célú hajók közlekedése engedélyezett.,I,Sportversenyre kijelölt pálya.,N,Csak kedvtelési célú hajók közlekedése engedélyezett.,N,xxx-0321.jpg,xxx-0321.jpg
454,Mi a táblák jelentése? A víziút táblákkal jelölt szakaszán,mindenféle vízisportra kijelölt terület.,N,vízisíverseny.,N,vízisízés engedélyezett.,I,xxx-0326.jpg,xxx-0326.jpg
455,Mi a táblák jelentése? A víziút táblákkal jelölt szakaszán,vitorláshajók segédmotort nem használhatnak.,N,csak vitorlás hajó közlekedése engedélyezett.,N,vitorláshajó közlekedése engedélyezett.,I,xxx-0328.jpg,xxx-0328.jpg
456,Mit jelent a műtárgyon látható tábla?,Csak egypárevezős hajóval való közlekedés engedélyezett.,N,Géphajónak és vitorláshajónak nem minősülő hajók közlekedése engedélyezett.,I,Csónak közlekedése megengedett.,N,xxx-0331.jpg,xxx-0331.jpg
457,Mit jelent a tábla?,Vitorlás vízi járművek közlekedése engedélyezett.,N,Csak vízi sporteszközök használata megengedett.,N,Vitorlás deszkák közlekedése engedélyezett.,I,xxx-0332.jpg,xxx-0332.jpg
458,Mit jelent a tábla?,Kedvtelési célú hajók nagy sebességű közlekedése engedélyezett.,I,"Gépi meghajtású kishajó, csónak közlekedése megengedett.",N,Motorcsónak használata megengedett.,N,xxx-0333.jpg,xxx-0333.jpg
459,Mit jelent a tábla?,Veszélyes emelkedésű/lejtésű rámpa.,N,Hajók vízrebocsátása és partra húzása csak engedéllyel rendelkezők számára engedélyezett.,N,Hajók vízrebocsátása és partra húzása engedélyezett.,I,xxx-0336.jpg,xxx-0336.jpg
460,Mit jelent a tábla?,Kishajóval a táblán jelzett sebesség (km/h) megengedett.,N,A hajózási viszonyokra vonatkozó információ a jelzésen feltüntetett csatornán kapható.,I,A megadott rádiócsatornán köteles jelentkezni!,N,xxx-0337.jpg,xxx-0337.jpg
461,Mi a táblák jelentése? A víziút táblákkal jelölt szakaszán,hullámlovaglás megengedett.,N,motoros vízi sporteszközök közlekedése engedélyezett.,I,gépi meghajtású hajók közlekedése megengedett.,N,xxx-0339.jpg,xxx-0339.jpg
462,"Hogyan közölhető az a távolság, amelytől kezdve érvényes az alapjelzéssel  közölt előírás vagy körülmény? ",1,I,2,N,3,N,xxx-0340.jpg,xxx-0340.jpg
463,Mit jelölnek az 1-es számú táblák?,A 200 méter távolságra lévő hajózsilipet jelölik.,N,A 200 méter távolságra lévő duzzasztóművet jelölik.,I,"A 200 méter távolságra lévő víziutat keresztező duzzasztóművet, valamint a hajózsilipet jelölik.",N,xxx-0344.jpg,xxx-0344.jpg
464,Miről tájékoztat az ábrán látható zöld fény?,A nyíl irányába lévő mellékág is hajózható.,N,A nyíl irányában levő öbölbe való behajózásra fel lehet készülni!,N,A nyíl irányában levő öbölbe szabad a behajózás!,I,xxx-3655.jpg,xxx-3655.jpg
465,Miről tájékoztat az ábrán látható zöld fény?,A nyíl irányába lévő mellékág is hajózható.,N,A nyíl irányában levő öbölbe való behajózásra fel lehet készülni!,N,A nyíl irányában levő öbölbe szabad a behajózás!,I,xxx-3656.jpg,xxx-3656.jpg
466,Mit jelent az ábrán látható vörös fény?,A nyíl irányába lévő mellékág nem hajózható mellékág!,N,A nyíl irányában levő öbölbe való behajózásra fel lehet készülni!,N,A nyíl irányában levő öbölbe tilos a behajózás!,I,xxx-3657.jpg,xxx-3657.jpg
467,Mit jelent az ábrán látható vörös fény?,A nyíl irányába lévő mellékág nem hajózható mellékág!,N,A nyíl irányában levő öbölbe való behajózásra fel lehet készülni!,N,A nyíl irányában levő öbölbe tilos a behajózás!,I,xxx-3658.jpg,xxx-3658.jpg
468,Mit jelent a 2-es számú vörös fényy?,A nyíl irányába lévő mellékág nerm hajózható mellékág.,N,A nyíl irányában levő főágba való behajózásra fel lehet készülni.,N,"A nyíl irányában tilos a továbbhajózás, az öbölből történő kihajózás!",I,teszt-0338.jpg,teszt-0338.jpg
469,Mit jelent a 2-es számú zöld fény?,A nyíl irányába lévő mellékág hajózható.,N,A nyíl irányában levő főágba való behajózásra fel lehet készülni.,N,"A nyíl irányában szabad a továbbhajózás, az öbölből történő kihajózás!",I,xxx-3660.jpg,xxx-3660.jpg
470,Mit jelentenek a táblák?,Megállás vámvizsgálatra!,I,A vámvizsgálat szünetel!,N,Figyelem! Vámvizsgálat következik!,N,xxx-0347.jpg,xxx-0347.jpg
471,"Válassza ki azt a jelzést, amelyik engedélyezi az áthaladást! ",1,N,2,I,3,N,xxx-0350.jpg,xxx-0350.jpg
472,"Válassza ki azt a jelzést, amelyik engedélyezi az áthaladást! ",1,N,2,N,3,I,xxx-0351.jpg,xxx-0351.jpg
473,"Válassza ki azt a jelzést, amelyik engedélyezi az áthaladást!",1,N,2,I,3,N,xxx-0352.jpg,xxx-0352.jpg
474,"Válassza ki azt a táblát, amelyik megengedi a veszteglést parthoz kikötve vagy horgonyon!",1,I,2,N,3,N,xxx-0353.jpg,xxx-0353.jpg
475,"Válassza ki azt a táblát, amelyik megengedi a horgonyzást, illetve horgony, kötél vagy lánc vonszolását! ",1,N,2,N,3,I,xxx-0353.jpg,xxx-0353.jpg
476,"Válassza ki azt a táblát, amelyik a veszteglésre kijelölt vízterület szélességét jelöli! ",1,I,2,N,3,N,xxx-0354.jpg,xxx-0354.jpg
477,"Válassza ki azt a táblát, amelyik a veszteglésre kijelölt vízterület szélességét jelöli! ",1,N,2,I,3,N,xxx-0359.jpg,xxx-0359.jpg
478,"Válassza ki azt a táblát, amelyik a veszteglésre kijelölt vízterület szélességét jelöli!",1,N,2,N,3,I,xxx-0360.jpg,xxx-0360.jpg
479,"Válassza ki azt a táblát, amelyik a veszteglésre kijelölt vízterület hosszúságát jelöli!",1,N,2,I,3,N,xxx-0360.jpg,xxx-0360.jpg
480,"Válassza ki azt a táblát, amelyik a megadott sebesség túllépését tiltja! ",1,I,2,N,3,N,xxx-0361.jpg,xxx-0361.jpg
481,"Válassza ki azt a táblát, amelyik a vízi utak találkozásánál azt jelzi, hogy az út, amelyen a hajó halad, az elért  víziút mellékvíziútjának tekintendő!",1,N,2,I,3,N,xxx-0355.jpg,xxx-0355.jpg
482,"Válassza ki azt a táblát, amelyik a vízi utak találkozásánál azt jelzi, hogy az út, amelyen a hajó halad, az elért  víziút mellékvíziútjának tekintendő! ",1,N,2,I,3,N,xxx-0362.jpg,xxx-0362.jpg
483,"Válassza ki azt a táblát, amelyik a vízi utak találkozásánál azt jelzi, hogy az út, amelyen a hajó halad, az elért  víziút mellékvíziútjának tekintendő!",1,I,2,N,3,N,xxx-0356.jpg,xxx-0356.jpg
484,"Válassza ki azt a táblát, amelyik a vízi utak találkozásánál azt jelzi, hogy az elért út azon víziút mellékvíziútjának tekintendő, amelyen a hajó halad!",1,N,2,N,3,I,xxx-0355.jpg,xxx-0355.jpg
